ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
21436,с.,Добри дол,MON,MON24,MON24-11,3,7,2,1901,NW,1443
21440,с.,Добри дол,PDV,PDV23,PDV23-00,3,7,3,1901,S,1444
21453,с.,Добри дял,VTR,VTR20,VTR20-02,3,5,3,1901,N,1445
21467,с.,Добри лаки,BLG,BLG49,BLG49-04,3,7,7,1901,SW,1446
21470,с.,Добрин,DOB,DOB20,DOB20-05,3,7,3,1901,NE,1447
21484,с.,Добрина,VAR,VAR24,VAR24-06,3,7,4,1901,NE,1448
21498,гр.,Добринище,BLG,BLG01,BLG01-02,1,4,7,1901,SW,1449
21508,с.,Добриново,BGS,BGS09,BGS09-07,3,7,4,1901,SE,1450
21511,с.,Добриново,KRZ,KRZ16,KRZ16-20,3,8,5,1901,S,1451
21525,с.,Добринци,KRZ,KRZ08,KRZ08-04,3,8,6,1901,S,1452
21539,с.,Добрич,HKV,HKV09,HKV09-09,3,5,3,1901,S,1453
21542,с.,Добрич,JAM,JAM07,JAM07-00,3,8,3,1901,SE,1454
72624,гр.,Добрич,DOB,DOB28,DOB28-00,1,1,4,1901,NE,1455
21556,с.,Добровница,PAZ,PAZ19,PAZ19-09,3,5,4,1901,S,1456
21565,с.,Доброво,KNL,KNL05,KNL05-00,3,8,5,1901,SW,1457
21587,с.,Доброглед,VAR,VAR02,VAR02-22,3,7,4,1901,NE,1458
21590,с.,Добродан,LOV,LOV34,LOV34-22,3,7,5,1901,NW,1459
21600,с.,Добролево,VRC,VRC05,VRC05-01,3,6,3,1901,NW,1460
21614,с.,Добромир,BGS,BGS18,BGS18-06,3,5,2,1901,SE,1461
21628,с.,Добромирка,GAB,GAB29,GAB29-11,3,6,5,1901,N,1462
21631,с.,Добромирци,KRZ,KRZ14,KRZ14-10,3,6,5,1901,S,1463
21645,с.,Доброплодно,VAR,VAR08,VAR08-03,3,6,4,1901,NE,1464
21659,с.,Доброселец,HKV,HKV32,HKV32-00,3,7,3,1901,S,1465
21662,с.,Доброславци,SOF,SOF46,SOF46-38,3,5,6,1901,SW,1466
21676,с.,Добростан,PDV,PDV01,PDV01-00,3,8,8,1901,S,1467
21680,с.,Добротино,BLG,BLG11,BLG11-00,3,8,7,1901,SW,1468
21693,с.,Добротица,SLS,SLS32,SLS32-03,3,6,2,1901,N,1469
21703,с.,Добротица,TGV,TGV02,TGV02-16,3,7,5,1901,NE,1470
21717,с.,Добротич,VAR,VAR09,VAR09-06,3,7,4,1901,NE,1471
21720,с.,Добруджанка,SLS,SLS15,SLS15-04,3,8,3,1901,N,1472
21734,с.,Добруша,VRC,VRC21,VRC21-07,3,7,3,1901,NW,1473
21748,с.,Добърско,BLG,BLG37,BLG37-05,3,6,8,1901,SW,1474
21751,с.,Добърчин,SFO,SFO43,SFO43-00,3,8,7,1901,SW,1475
21779,с.,Доганово,SFO,SFO17,SFO17-06,3,6,6,1901,SW,1476
21782,с.,Дождевица,KNL,KNL29,KNL29-00,3,8,7,1901,SW,1477
21796,с.,Дойновци,VTR,VTR04,VTR04-09,3,8,6,1901,N,1478
21806,с.,Дойранци,KRZ,KRZ02,KRZ02-19,3,8,5,1901,S,1479
21811,с.,Дойранци,SHU,SHU18,SHU18-03,3,6,4,1901,NE,1480
21823,с.,Дойренци,LOV,LOV18,LOV18-11,3,6,3,1901,NW,1481
21837,с.,Докатичево,BLG,BLG44,BLG44-00,3,8,7,1901,SW,1482
21840,с.,Доктор Йосифово,MON,MON29,MON29-10,3,7,4,1901,NW,1483
21854,с.,Докьовци,PER,PER51,PER51-00,3,8,7,1901,SW,1484
21868,с.,Долен,BLG,BLG42,BLG42-05,3,6,8,1901,SW,1485
21871,с.,Долен,SML,SML11,SML11-02,3,5,5,1901,S,1486
21899,с.,Долен Еневец,VTR,VTR04,VTR04-00,3,8,5,1901,N,1487
21885,с.,Долене,BLG,BLG33,BLG33-00,3,8,7,1901,SW,1488
21909,с.,Долени,BLG,BLG40,BLG40-00,3,8,7,1901,SW,1489
21926,с.,Долец,SLS,SLS10,SLS10-06,3,6,3,1901,N,1490
21937,с.,Долец,TGV,TGV24,TGV24-00,3,8,5,1901,NE,1491
21943,с.,Долие,SML,SML16,SML16-00,3,8,7,1901,S,1492
21957,с.,Долина,DOB,DOB15,DOB15-19,3,7,3,1901,NE,1493
21960,с.,Долина,SHU,SHU18,SHU18-04,3,6,5,1901,NE,1494
21974,с.,Долистово,KNL,KNL04,KNL04-15,3,7,6,1901,SW,1495
21988,с.,Долище,VAR,VAR02,VAR02-06,3,7,4,1901,NE,1496
21991,с.,Долище,KRZ,KRZ16,KRZ16-61,3,8,5,1901,S,1497
22006,гр.,Долна баня,SFO,SFO59,SFO59-00,1,4,6,1901,SW,1498
22019,с.,Долна Бела речка,MON,MON12,MON12-00,3,8,5,1901,NW,1499
22023,с.,Долна Бешовица,VRC,VRC32,VRC32-01,3,7,4,1901,NW,1500
24894,с.,Долна Василица,SFO,SFO25,SFO25-00,3,8,7,1901,SW,1501
22040,с.,Долна Вереница,MON,MON29,MON29-11,3,7,4,1901,NW,1502
22054,с.,Долна Врабча,PER,PER19,PER19-00,3,8,7,1901,SW,1503
22068,с.,Долна Градешница,BLG,BLG28,BLG28-02,3,5,3,1901,SW,1504
22071,с.,Долна Гращица,KNL,KNL29,KNL29-15,3,8,5,1901,SW,1505
22085,с.,Долна Диканя,PER,PER36,PER36-08,3,6,6,1901,SW,1506
24325,с.,Долна Дъбева,PAZ,PAZ08,PAZ08-21,3,7,8,1901,S,1507
22099,с.,Долна Златица,TGV,TGV02,TGV02-00,3,8,5,1901,NE,1508
22109,с.,Долна Кабда,TGV,TGV24,TGV24-10,3,7,5,1901,NE,1509
22112,с.,Долна Козница,KNL,KNL31,KNL31-00,3,8,7,1901,SW,1510
22126,с.,Долна Кремена,VRC,VRC27,VRC27-06,3,6,4,1901,NW,1511
22134,с.,Долна крепост,KRZ,KRZ16,KRZ16-62,3,7,4,1901,S,1512
22143,с.,Долна Крушица,BLG,BLG33,BLG33-09,3,7,6,1901,SW,1513
22157,с.,Долна кула,KRZ,KRZ15,KRZ15-16,3,7,5,1901,S,1514
22160,с.,Долна Липница,VTR,VTR22,VTR22-19,3,6,2,1901,N,1515
22174,с.,Долна Малина,SFO,SFO10,SFO10-06,3,7,6,1901,SW,1516
22191,с.,Долна махала,PDV,PDV12,PDV12-14,3,7,4,1901,S,1517
22201,с.,Долна Мелна,PER,PER51,PER51-00,3,8,8,1901,SW,1518
22215,гр.,Долна Митрополия,PVN,PVN10,PVN10-00,1,4,2,1901,NW,1519
22229,с.,Долна Невля,SFO,SFO16,SFO16-00,3,8,6,1901,SW,1520
22232,гр.,Долна Оряховица,VTR,VTR06,VTR06-04,1,4,3,1901,N,1521
22246,с.,Долна Рибница,BLG,BLG33,BLG33-10,3,7,5,1901,SW,1522
22250,с.,Долна Рикса,MON,MON29,MON29-12,3,7,4,1901,NW,1523
22263,с.,Долна Секирна,PER,PER08,PER08-16,3,7,7,1901,SW,1524
22277,с.,Долна Студена,RSE,RSE37,RSE37-04,3,6,1,1901,N,1525
22280,с.,Долна Хубавка,TGV,TGV22,TGV22-46,3,7,5,1901,NE,1526
22304,с.,Долни Богров,SOF,SOF46,SOF46-51,3,5,6,1901,SW,1527
22318,с.,Долни Бошняк,VID,VID09,VID09-00,3,8,2,1901,NW,1528
22321,с.,Долни Вадин,VRC,VRC31,VRC31-03,3,7,2,1901,NW,1529
22335,с.,Долни Вит,PVN,PVN08,PVN08-04,3,7,1,1901,NW,1530
22352,с.,Долни Върпища,GAB,GAB12,GAB12-02,3,8,5,1901,N,1531
22375,с.,Долни Главанак,HKV,HKV18,HKV18-04,3,7,4,1901,S,1532
22383,с.,Долни Дамяновци,VTR,VTR04,VTR04-09,3,8,6,1901,N,1533
22397,с.,Долни Драгойча,GAB,GAB12,GAB12-02,3,8,5,1901,N,1534
22407,гр.,Долни Дъбник,PVN,PVN11,PVN11-00,1,4,2,1901,NW,1535
22410,с.,Долни Коритен,KNL,KNL50,KNL50-00,3,8,7,1901,SW,1536
22424,с.,Долни Лом,VID,VID37,VID37-03,3,7,5,1901,NW,1537
22438,с.,Долни Луковит,PVN,PVN23,PVN23-01,3,5,2,1901,NW,1538
22441,с.,Долни Маренци,GAB,GAB35,GAB35-04,3,8,6,1901,N,1539
22455,с.,Долни Марян,VTR,VTR13,VTR13-00,3,8,4,1901,N,1540
22469,с.,Долни Окол,SFO,SFO39,SFO39-00,3,7,7,1901,SW,1541
22472,с.,Долни Пасарел,SOF,SOF46,SOF46-56,3,5,7,1901,SW,1542
22486,с.,Долни Радковци,GAB,GAB35,GAB35-04,3,8,7,1901,N,1543
22490,с.,Долни Раковец,PER,PER36,PER36-27,3,6,6,1901,SW,1544
22506,с.,Долни Романци,PER,PER08,PER08-00,3,8,7,1901,SW,1545
22513,с.,Долни Танчевци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1546
22527,с.,Долни Томчевци,GAB,GAB35,GAB35-00,3,8,6,1901,N,1547
22530,с.,Долни Цибър,MON,MON11,MON11-05,3,5,1,1901,NW,1548
21912,гр.,Долни чифлик,VAR,VAR13,VAR13-00,1,3,1,1901,NE,1549
22544,с.,Долни Юруци,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,1550
22558,с.,Долно Абланово,RSE,RSE27,RSE27-02,3,7,3,1901,N,1551
22561,с.,Долно Белево,HKV,HKV09,HKV09-10,3,7,3,1901,S,1552
03736,с.,Долно Белотинци,MON,MON29,MON29-03,3,6,3,1901,NW,1553
22575,с.,Долно Ботево,HKV,HKV30,HKV30-16,3,6,4,1901,S,1554
22589,с.,Долно Войводино,HKV,HKV34,HKV34-10,3,7,4,1901,S,1555
22592,с.,Долно вършило,PAZ,PAZ29,PAZ29-00,3,8,6,1901,S,1556
24949,с.,Долно Големанци,HKV,HKV34,HKV34-11,3,6,3,1901,S,1557
22602,с.,Долно Драглище,BLG,BLG37,BLG37-06,3,6,7,1901,SW,1558
22616,с.,Долно Дряново,BLG,BLG13,BLG13-04,3,5,7,1901,SW,1559
22633,с.,Долно изворово,SZR,SZR12,SZR12-04,3,6,5,1901,SE,1560
22647,с.,Долно Камарци,SFO,SFO10,SFO10-07,3,6,6,1901,SW,1561
22650,с.,Долно Кобиле,KNL,KNL50,KNL50-00,3,8,7,1901,SW,1562
22664,с.,Долно Козарево,TGV,TGV22,TGV22-47,3,7,5,1901,NE,1563
22678,с.,Долно Къпиново,KRZ,KRZ14,KRZ14-11,3,7,5,1901,S,1564
22695,с.,Долно Линево,MON,MON24,MON24-10,3,7,2,1901,NW,1565
22705,с.,Долно Луково,HKV,HKV11,HKV11-05,3,8,2,1901,S,1566
22719,с.,Долно Новково,TGV,TGV22,TGV22-48,3,7,5,1901,NE,1567
22722,с.,Долно ново село,SFO,SFO16,SFO16-00,3,8,6,1901,SW,1568
22736,с.,Долно ново село,SZR,SZR04,SZR04-00,3,8,5,1901,SE,1569
22747,с.,Долно Озирово,MON,MON12,MON12-04,3,6,4,1901,NW,1570
22753,с.,Долно Осеново,BLG,BLG44,BLG44-03,3,5,7,1901,SW,1571
22770,с.,Долно поле,HKV,HKV30,HKV30-09,3,8,4,1901,S,1572
22784,с.,Долно Прахово,KRZ,KRZ02,KRZ02-08,3,8,6,1901,S,1573
22798,с.,Долно Ряхово,SLS,SLS07,SLS07-24,3,7,2,1901,N,1574
22808,с.,Долно Сахране,SZR,SZR24,SZR24-06,3,5,5,1901,SE,1575
22811,с.,Долно село,KNL,KNL29,KNL29-00,3,8,7,1901,SW,1576
22842,с.,Долно Спанчево,BLG,BLG33,BLG33-11,3,8,3,1901,SW,1577
22856,с.,Долно Съдиево,HKV,HKV18,HKV18-05,3,8,5,1901,S,1578
22862,с.,Долно Уйно,KNL,KNL29,KNL29-00,3,8,6,1901,SW,1579
22873,с.,Долно Церовене,MON,MON38,MON38-01,3,6,3,1901,NW,1580
22887,с.,Долно Черковище,HKV,HKV30,HKV30-17,3,6,3,1901,S,1581
22890,с.,Долно Шивачево,VTR,VTR14,VTR14-00,3,8,6,1901,N,1582
22914,с.,Долно Ябълково,BGS,BGS06,BGS06-00,3,8,4,1901,SE,1583
22825,с.,Долноселци,HKV,HKV11,HKV11-23,3,8,5,1901,S,1584
22839,с.,Долнослав,PDV,PDV01,PDV01-25,3,7,5,1901,S,1585
22928,с.,Домище,KRZ,KRZ14,KRZ14-12,3,6,5,1901,S,1586
22931,с.,Домлян,PDV,PDV13,PDV13-08,3,7,5,1901,S,1587
22945,с.,Дондуково,MON,MON07,MON07-03,3,7,2,1901,NW,1588
22959,с.,Донино,GAB,GAB05,GAB05-09,3,7,6,1901,N,1589
22962,с.,Донкино,GAB,GAB35,GAB35-04,3,8,6,1901,N,1590
22976,с.,Донковци,VTR,VTR13,VTR13-00,3,8,5,1901,N,1591
22988,с.,Дончево,DOB,DOB15,DOB15-20,3,5,4,1901,NE,1592
22993,с.,Дончовци,GAB,GAB35,GAB35-00,3,8,6,1901,N,1593
23008,с.,Дорково,PAZ,PAZ24,PAZ24-01,3,5,7,1901,S,1594
23011,с.,Доситеево,HKV,HKV33,HKV33-06,3,7,2,1901,S,1595
23025,гр.,Доспат,SML,SML10,SML10-00,1,4,8,1901,S,1596
23039,с.,Доспей,SFO,SFO39,SFO39-09,3,6,7,1901,SW,1597
23042,с.,Доча,GAB,GAB12,GAB12-02,3,8,5,1901,N,1598
23056,с.,Драбишна,HKV,HKV11,HKV11-00,3,8,3,1901,S,1599
23060,с.,Драгана,LOV,LOV36,LOV36-07,3,7,4,1901,NW,1600
23073,с.,Драганица,MON,MON12,MON12-05,3,7,5,1901,NW,1601
23087,с.,Драгановец,TGV,TGV35,TGV35-13,3,6,4,1901,NE,1602
23090,с.,Драганово,BGS,BGS04,BGS04-05,3,7,4,1901,SE,1603
23100,с.,Драганово,VTR,VTR06,VTR06-05,3,5,2,1901,N,1604
23114,с.,Драганово,KRZ,KRZ35,KRZ35-05,3,6,5,1901,S,1605
23128,с.,Драганово,DOB,DOB15,DOB15-21,3,7,4,1901,NE,1606
23131,с.,Драгановци,VTR,VTR13,VTR13-00,3,8,5,1901,N,1607
23159,с.,Драгановци,GAB,GAB05,GAB05-10,3,6,5,1901,N,1608
23162,с.,Драганосковци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1609
23176,с.,Драганци,BGS,BGS09,BGS09-00,3,7,3,1901,SE,1610
23185,с.,Драганчетата,GAB,GAB05,GAB05-00,3,8,6,1901,N,1611
23193,с.,Драгаш войвода,PVN,PVN21,PVN21-05,3,6,2,1901,NW,1612
23203,с.,Драгиевци,GAB,GAB05,GAB05-10,3,8,5,1901,N,1613
23217,с.,Драгижево,VTR,VTR20,VTR20-03,3,6,4,1901,N,1614
23220,с.,Драгийци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1615
23234,с.,Драгиново,PAZ,PAZ08,PAZ08-08,3,4,7,1901,S,1616
23251,с.,Драгичево,PER,PER32,PER32-07,3,5,7,1901,SW,1617
23265,с.,Драгневци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1618
23279,с.,Драгневци,GAB,GAB35,GAB35-04,3,8,6,1901,N,1619
23282,с.,Драговищица,KNL,KNL29,KNL29-17,3,6,6,1901,SW,1620
23296,с.,Драговищица,SFO,SFO26,SFO26-06,3,5,6,1901,SW,1621
23306,с.,Драгово,BGS,BGS09,BGS09-09,3,7,4,1901,SE,1622
23323,с.,Драгодан,KNL,KNL27,KNL27-00,3,8,5,1901,SW,1623
23337,с.,Драгоданово,SLV,SLV20,SLV20-15,3,6,3,1901,SE,1624
23340,с.,Драгоево,SHU,SHU23,SHU23-01,3,6,3,1901,NE,1625
23354,с.,Драгоил,SFO,SFO16,SFO16-00,3,8,7,1901,SW,1626
23385,с.,Драгойново,PDV,PDV23,PDV23-07,3,7,3,1901,S,1627
23399,с.,Драгойчинци,KNL,KNL50,KNL50-00,3,8,8,1901,SW,1628
23409,гр.,Драгоман,SFO,SFO16,SFO16-00,1,4,7,1901,SW,1629
23412,с.,Драгомани,GAB,GAB05,GAB05-00,3,8,5,1901,N,1630
23426,с.,Драгомир,PDV,PDV33,PDV33-02,3,7,5,1901,S,1631
23431,с.,Драгомирово,VTR,VTR28,VTR28-07,3,6,2,1901,N,1632
23443,с.,Драгомирово,PER,PER36,PER36-00,3,8,7,1901,SW,1633
24921,с.,Драгомъж,RAZ,RAZ14,RAZ14-08,3,7,4,1901,N,1634
23457,с.,Драгор,PAZ,PAZ19,PAZ19-10,3,5,4,1901,S,1635
23474,с.,Драготинци,SFO,SFO45,SFO45-00,3,8,6,1901,SW,1636
23488,с.,Драгуш,BLG,BLG33,BLG33-00,3,8,7,1901,SW,1637
23491,с.,Драгушиново,SFO,SFO39,SFO39-10,3,6,7,1901,SW,1638
23501,с.,Дражево,JAM,JAM25,JAM25-10,3,6,3,1901,SE,1639
23515,с.,Дражинци,VID,VID33,VID33-07,3,7,3,1901,NW,1640
23529,с.,Драка,BGS,BGS06,BGS06-00,3,8,2,1901,SE,1641
23532,с.,Драката,BLG,BLG49,BLG49-05,3,7,3,1901,SW,1642
23546,с.,Дралфа,TGV,TGV35,TGV35-43,3,6,4,1901,NE,1643
23557,с.,Драма,JAM,JAM25,JAM25-00,3,8,3,1901,SE,1644
23563,с.,Дрангово,BLG,BLG33,BLG33-13,3,6,3,1901,SW,1645
23577,с.,Дрангово,KRZ,KRZ14,KRZ14-13,3,5,5,1901,S,1646
23580,с.,Дрангово,PDV,PDV07,PDV07-18,3,7,4,1901,S,1647
23594,с.,Драндарите,GAB,GAB35,GAB35-00,3,8,5,1901,N,1648
23604,с.,Драчево,BGS,BGS06,BGS06-08,3,7,2,1901,SE,1649
23618,с.,Драшан,VRC,VRC08,VRC08-09,3,7,5,1901,NW,1650
23621,с.,Драшкова поляна,LOV,LOV02,LOV02-00,3,8,6,1901,NW,1651
23635,с.,Дреатин,SFO,SFO16,SFO16-00,3,8,6,1901,SW,1652
23649,с.,Дрен,PER,PER36,PER36-10,3,5,7,1901,SW,1653
23652,с.,Дренково,BLG,BLG03,BLG03-00,3,8,7,1901,SW,1654
23666,с.,Дренов,LOV,LOV18,LOV18-12,3,7,3,1901,NW,1655
23672,с.,Дреновец,VID,VID33,VID33-04,3,5,3,1901,NW,1656
23683,с.,Дреновица,BLG,BLG33,BLG33-00,3,8,5,1901,SW,1657
23697,с.,Дреново,BLG,BLG33,BLG33-00,3,8,7,1901,SW,1658
23707,с.,Дреново,SFO,SFO26,SFO26-00,3,8,7,1901,SW,1659
23710,с.,Дрента,VTR,VTR13,VTR13-00,3,8,6,1901,N,1660
23724,с.,Дренци,SHU,SHU07,SHU07-06,3,7,5,1901,NE,1661
23738,с.,Дриново,TGV,TGV24,TGV24-11,3,7,4,1901,NE,1662
23741,с.,Дрипчево,HKV,HKV33,HKV33-00,3,8,5,1901,S,1663
23755,с.,Дропла,BGS,BGS18,BGS18-07,3,7,4,1901,SE,1664
23769,с.,Дропла,DOB,DOB03,DOB03-04,3,7,4,1901,NE,1665
24832,с.,Друган,PER,PER36,PER36-11,3,6,7,1901,SW,1666
23786,с.,Дружба,VID,VID09,VID09-33,3,7,3,1901,NW,1667
23798,с.,Дружево,SFO,SFO43,SFO43-12,3,7,7,1901,SW,1668
23803,с.,Дружинци,KRZ,KRZ14,KRZ14-50,3,6,5,1901,S,1669
23813,с.,Друмево,SHU,SHU30,SHU30-07,3,6,4,1901,NE,1670
23827,с.,Друмохар,KNL,KNL31,KNL31-04,3,7,6,1901,SW,1671
23830,с.,Друмче,KRZ,KRZ21,KRZ21-00,3,8,5,1901,S,1672
23844,с.,Дръмша,SFO,SFO26,SFO26-00,3,7,7,1901,SW,1673
23858,с.,Дръндар,VAR,VAR26,VAR26-01,3,7,5,1901,NE,1674
23875,с.,Дрянка,SML,SML02,SML02-14,3,7,7,1901,S,1675
23889,с.,Дрянковец,BGS,BGS01,BGS01-01,3,7,4,1901,SE,1676
23892,с.,Дрянова глава,KRZ,KRZ14,KRZ14-56,3,8,5,1901,S,1677
23902,с.,Дряновец,RAZ,RAZ26,RAZ26-04,3,6,3,1901,N,1678
23916,с.,Дряновец,RSE,RSE04,RSE04-05,3,7,3,1901,N,1679
23929,с.,Дряновец,SML,SML38,SML38-01,3,8,8,1901,S,1680
23933,с.,Дряновец,DOB,DOB15,DOB15-62,3,8,4,1901,NE,1681
23947,гр.,Дряново,GAB,GAB12,GAB12-00,1,3,4,1901,N,1682
23950,с.,Дряново,PDV,PDV15,PDV15-02,3,7,8,1901,S,1683
23964,с.,Дряново,HKV,HKV29,HKV29-01,3,7,3,1901,S,1684
23978,с.,Дряново,JAM,JAM25,JAM25-00,3,7,3,1901,SE,1685
24000,с.,Дуванлии,PDV,PDV12,PDV12-05,3,6,4,1901,S,1686
24027,с.,Дуковци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1687
24030,гр.,Дулово,SLS,SLS10,SLS10-00,1,3,4,1901,N,1688
24854,с.,Думници,GAB,GAB05,GAB05-00,3,8,5,1901,N,1689
24044,с.,Дунавец,SLS,SLS34,SLS34-00,3,8,2,1901,N,1690
24058,с.,Дунавци,VTR,VTR04,VTR04-00,3,8,5,1901,N,1691
24061,гр.,Дунавци,VID,VID09,VID09-15,1,4,1,1901,NW,1692
24075,с.,Дунавци,SZR,SZR12,SZR12-05,3,6,5,1901,SE,1693
24089,с.,Дунево,SML,SML31,SML31-43,3,7,7,1901,S,1694
24952,с.,Дуня,SML,SML18,SML18-00,3,8,5,1901,S,1695
68789,гр.,Дупница,KNL,KNL48,KNL48-00,1,2,5,1901,SW,1696
24102,с.,Дуранкулак,DOB,DOB29,DOB29-06,3,6,1,1901,NE,1697
24126,с.,Дуровци,VTR,VTR14,VTR14-00,3,8,4,1901,N,1698
24133,с.,Дурча,GAB,GAB12,GAB12-00,3,8,5,1901,N,1699
24150,с.,Духовец,RAZ,RAZ14,RAZ14-07,3,6,5,1901,N,1700
24164,с.,Душанци,SFO,SFO55,SFO55-01,3,6,6,1901,SW,1701
24178,с.,Душево,GAB,GAB29,GAB29-12,3,6,4,1901,N,1702
24181,с.,Душевски колиби,GAB,GAB29,GAB29-12,3,8,5,1901,N,1703
24195,с.,Душинково,KRZ,KRZ08,KRZ08-05,3,8,5,1901,S,1704
24205,с.,Душинци,PER,PER08,PER08-00,3,8,7,1901,SW,1705
24219,с.,Душка,KRZ,KRZ35,KRZ35-00,3,8,6,1901,S,1706
24236,с.,Дъбен,LOV,LOV19,LOV19-04,3,7,4,1901,NW,1707
24241,с.,Дъбене,PDV,PDV13,PDV13-09,3,5,5,1901,S,1708
24253,с.,Дъбник,BGS,BGS17,BGS17-07,3,6,4,1901,SE,1709
24267,с.,Дъбница,BLG,BLG13,BLG13-05,3,5,6,1901,SW,1710
24270,с.,Дъбова,SLV,SLV11,SLV11-00,3,8,6,1901,SE,1711
24284,с.,Дъбова,SML,SML27,SML27-00,3,8,7,1901,S,1712
24298,с.,Дъбова махала,MON,MON07,MON07-00,3,7,2,1901,NW,1713
24308,с.,Дъбован,PVN,PVN08,PVN08-05,3,7,1,1901,NW,1714
24311,с.,Дъбовец,HKV,HKV17,HKV17-00,3,8,3,1901,S,1715
24339,с.,Дъбовик,DOB,DOB12,DOB12-09,3,7,4,1901,NE,1716
83137,с.,Дъбовица,BGS,BGS23,BGS23-00,3,8,5,1901,SE,1717
24342,с.,Дъбово,SZR,SZR22,SZR22-06,3,5,4,1901,SE,1718
24356,с.,Дъбово,JAM,JAM03,JAM03-00,3,8,3,1901,SE,1719
24367,с.,Дъбрава,BLG,BLG03,BLG03-10,3,8,6,1901,SW,1720
24373,с.,Дъбрава,LOV,LOV18,LOV18-00,3,8,6,1901,NW,1721
24387,с.,Дъбрава,DOB,DOB03,DOB03-05,3,7,4,1901,NE,1722
24390,с.,Дъбравата,LOV,LOV38,LOV38-00,3,8,5,1901,NW,1723
24400,с.,Дъбравино,VAR,VAR01,VAR01-04,3,5,1,1901,NE,1724
24414,с.,Дъбравите,PAZ,PAZ04,PAZ04-03,3,6,5,1901,S,1725
24428,с.,Дъбравица,TGV,TGV02,TGV02-00,3,8,5,1901,NE,1726
24431,с.,Дъбравка,VID,VID01,VID01-00,3,8,5,1901,NW,1727
24445,с.,Дъждино,KRZ,KRZ16,KRZ16-63,3,6,4,1901,S,1728
24459,с.,Дъждовник,KRZ,KRZ15,KRZ15-51,3,8,5,1901,S,1729
24462,с.,Дъждовница,KRZ,KRZ16,KRZ16-09,3,7,6,1901,S,1730
24476,с.,Дълбок дол,LOV,LOV34,LOV34-12,3,7,5,1901,NW,1731
24493,с.,Дълбок извор,PDV,PDV23,PDV23-08,3,5,3,1901,S,1732
24482,с.,Дълбоки,SZR,SZR31,SZR31-10,3,5,4,1901,SE,1733
24517,с.,Дълга лука,PER,PER51,PER51-00,3,8,7,1901,SW,1734
24520,с.,Дългач,TGV,TGV35,TGV35-14,3,6,3,1901,NE,1735
24534,с.,Дълги дел,MON,MON14,MON14-07,3,7,5,1901,NW,1736
24548,с.,Дълги припек,VTR,VTR14,VTR14-10,3,8,6,1901,N,1737
24579,с.,Дълго поле,VID,VID16,VID16-00,3,8,4,1901,NW,1738
24582,с.,Дълго поле,PDV,PDV12,PDV12-06,3,5,3,1901,S,1739
24551,с.,Дългоделци,MON,MON38,MON38-02,3,6,3,1901,NW,1740
24565,гр.,Дългопол,VAR,VAR16,VAR16-00,1,4,1,1901,NE,1741
24596,с.,Дънгово,KRZ,KRZ16,KRZ16-06,3,8,6,1901,S,1742
24606,с.,Дървари,GAB,GAB35,GAB35-00,3,8,5,1901,N,1743
24623,с.,Държава,SZR,SZR36,SZR36-00,3,7,3,1901,SE,1744
24637,с.,Държавен,SZR,SZR22,SZR22-00,3,8,6,1901,SE,1745
24640,с.,Държаница,VID,VID16,VID16-00,3,8,2,1901,NW,1746
24654,с.,Дърлевци,VTR,VTR13,VTR13-00,3,8,5,1901,N,1747
24668,с.,Дърманци,VRC,VRC27,VRC27-07,3,7,4,1901,NW,1748
24671,с.,Дъскарите,GAB,GAB35,GAB35-00,3,8,6,1901,N,1749
24685,с.,Дъскот,VTR,VTR22,VTR22-08,3,7,4,1901,N,1750
24699,с.,Дъскотна,BGS,BGS18,BGS18-08,3,6,3,1901,SE,1751
24712,с.,Дюлево,BGS,BGS06,BGS06-09,3,7,2,1901,SE,1752
24726,с.,Дюлево,PAZ,PAZ32,PAZ32-02,3,7,5,1901,S,1753
24739,с.,Дюлино,VAR,VAR05,VAR05-03,3,7,1,1901,NE,1754
24743,с.,Дюлица,KRZ,KRZ14,KRZ14-14,3,7,5,1901,S,1755
24757,с.,Дюля,BGS,BGS18,BGS18-24,3,8,3,1901,SE,1756
24760,с.,Дядово,SLV,SLV16,SLV16-06,3,7,3,1901,SE,1757
24774,с.,Дядовско,KRZ,KRZ35,KRZ35-06,3,6,6,1901,S,1758
24788,с.,Дядовци,KRZ,KRZ02,KRZ02-38,3,8,6,1901,S,1759
24791,с.,Дяково,KNL,KNL48,KNL48-17,3,6,6,1901,SW,1760
24829,с.,Дянково,RAZ,RAZ26,RAZ26-05,3,5,5,1901,N,1761
27019,с.,Евлогиево,PVN,PVN21,PVN21-00,3,8,3,1901,NW,1762
27022,с.,Евренозово,BGS,BGS12,BGS12-07,3,8,4,1901,SE,1763
27036,с.,Егрек,KRZ,KRZ15,KRZ15-17,3,6,5,1901,S,1764
27043,с.,Егълница,PER,PER22,PER22-08,3,7,6,1901,SW,1765
27067,с.,Единаковци,SHU,SHU11,SHU11-08,3,7,5,1901,NE,1766
27070,с.,Едрево,SZR,SZR38,SZR38-01,3,7,5,1901,SE,1767
